"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName"
"364","ENSMZEG00005009856",1615.94534659816,0.478352538549932,0.160183457582285,2.98627926859556,0.00282394622941371,0.0318347996449259,"btbd8"
"365","ENSMZEG00005009864",42.3972230123883,1.45104104558859,0.502466994956386,2.88783354957382,0.00387905084700414,0.0392690435659764,"NASP"
"367","ENSMZEG00005009874",287.860647015633,0.711840861056853,0.235093150674193,3.02790982644734,0.00246251556027584,0.0291323410419064,"slc38a3a"
"368","ENSMZEG00005009968",12.4225224711842,2.45052378794151,0.587163374958519,4.17349564440157,2.99961398134125e-05,0.00117699635907863,"atoh1b"
"370","ENSMZEG00005010014",202.597286524983,1.04348330805856,0.330673055007552,3.15563452254895,0.0016014939618362,0.0215702977616087,"nfil3-5"
"371","ENSMZEG00005010162",213.084036491172,0.337391135293355,0.109929734257398,3.06915265075927,0.00214666872924828,0.0265006498794655,"yars2"
"373","ENSMZEG00005010187",208.238053740028,0.542518940904648,0.156373262398043,3.46938429617005,0.000521652704068226,0.00971773426432178,"kctd3"
"374","ENSMZEG00005010224",1394.49939561136,1.54936973108403,0.407172512448859,3.80519235388866,0.000141694031988113,0.00379000549754318,"gad1b"
"375","ENSMZEG00005010253",19.5435072277101,1.35852475290329,0.342544628926482,3.96597884824772,7.30953448452552e-05,0.00225914680876527,"BEST2"
"376","ENSMZEG00005010328",1123.96066579691,0.503565151088114,0.159889435805058,3.14945855273438,0.00163573309454742,0.0218893298215771,"ahctf1"
"377","ENSMZEG00005010342",306.140806547777,0.549554128925092,0.173830264003936,3.1614410302722,0.0015699060217881,0.0212606360525708,"nlgn3a"
"379","ENSMZEG00005010394",399.319476187333,0.927222270984831,0.268016075994826,3.45957707030503,0.000541024423948483,0.00998086104098584,"htt"
"380","ENSMZEG00005010407",1377.22270823598,0.334471601833644,0.119476433029656,2.79947763213373,0.0051185362661867,0.0477800642274325,"PHIP"
"382","ENSMZEG00005010418",125.037977256976,1.139347967429,0.311328502674001,3.65963269550697,0.000252577025035233,0.00573304108535708,"USP28"
"383","ENSMZEG00005010421",592.734499180245,0.346706746833136,0.121411251354923,2.85563934943397,0.00429502704915538,0.0422241395568817,"mbd1b"
