GeneID,GeneName
ENSMZEG00005017420,alpi.2
ENSMZEG00005017425,alpi.1
ENSMZEG00005017431,NA
ENSMZEG00005017433,nppc
ENSMZEG00005017438,ncl
ENSMZEG00005017466,b3gnt7
ENSMZEG00005017472,ARMC9
ENSMZEG00005017494,polr2h
ENSMZEG00005017501,NA
ENSMZEG00005017510,NA
ENSMZEG00005017515,NA
ENSMZEG00005017520,EPHB3
ENSMZEG00005017529,hykk.2
ENSMZEG00005017535,NMUR1
ENSMZEG00005017549,dynlt2b
ENSMZEG00005017555,NA
ENSMZEG00005017556,NA
ENSMZEG00005017558,NA
ENSMZEG00005017561,NA
ENSMZEG00005017571,NA
ENSMZEG00005017588,NA
ENSMZEG00005017595,NA
ENSMZEG00005017603,rubcn
ENSMZEG00005017627,TSC22D2
ENSMZEG00005017632,PFN2
ENSMZEG00005017635,rnf13
ENSMZEG00005017644,ppp1r2
ENSMZEG00005017658,acap2b
ENSMZEG00005017715,psmd1
ENSMZEG00005017733,htr2b
ENSMZEG00005017735,her6
ENSMZEG00005017763,opa1
ENSMZEG00005017845,ATP13A3
ENSMZEG00005017854,NA
ENSMZEG00005017857,NA
ENSMZEG00005017858,tmem44
ENSMZEG00005017865,lsg1
ENSMZEG00005017869,NA
ENSMZEG00005017873,fam43a
ENSMZEG00005017884,xxylt1
ENSMZEG00005017890,srsf11
ENSMZEG00005017896,ankrd13c
ENSMZEG00005017905,cth
ENSMZEG00005017912,ptger3
ENSMZEG00005017916,zranb2
ENSMZEG00005017924,negr1
ENSMZEG00005017927,NA
ENSMZEG00005018044,vtg3
ENSMZEG00005025762,adgrl4
ENSMZEG00005025763,adgrl2a
ENSMZEG00005025766,NA
ENSMZEG00005025770,ttll7
ENSMZEG00005025778,NA
ENSMZEG00005000077,samd13
ENSMZEG00005000099,uox
ENSMZEG00005000166,dnase2b
ENSMZEG00005000180,NA
ENSMZEG00005000192,rpf1
ENSMZEG00005000262,SPATA1
ENSMZEG00005000498,NA
ENSMZEG00005000517,ctbs
ENSMZEG00005000557,NA
ENSMZEG00005000721,tbc1d23
ENSMZEG00005002861,nit2
ENSMZEG00005002869,GTPBP6
ENSMZEG00005002877,si:dkey-66a8.7
ENSMZEG00005002890,zgc:113223
ENSMZEG00005002924,slc1a8a
ENSMZEG00005002956,teni.1
ENSMZEG00005002970,SLC39A3
ENSMZEG00005002995,sgta
ENSMZEG00005003003,reep6
ENSMZEG00005003014,si:ch73-238c9.1
ENSMZEG00005003023,APC2
ENSMZEG00005003036,DIRAS1
ENSMZEG00005003049,gadd45bb
ENSMZEG00005003065,NA
ENSMZEG00005003101,gadd45bb
ENSMZEG00005003112,NA
ENSMZEG00005003127,CARTPT
ENSMZEG00005003146,si:ch211-1a19.3
ENSMZEG00005003162,si:ch73-60h1.1
ENSMZEG00005003176,NA
ENSMZEG00005003191,NA
ENSMZEG00005003207,kdm4aa
ENSMZEG00005003235,ptprfa
ENSMZEG00005003341,NA
ENSMZEG00005003394,hyi
ENSMZEG00005003433,SZT2
ENSMZEG00005003575,NA
ENSMZEG00005003586,ddx10
ENSMZEG00005003611,NA
ENSMZEG00005003642,kctd1
ENSMZEG00005003708,NA
ENSMZEG00005003726,NA
ENSMZEG00005003755,cd59a
ENSMZEG00005003773,NA
ENSMZEG00005003788,eef1b2
ENSMZEG00005003811,NA
ENSMZEG00005003842,NA
ENSMZEG00005003860,NA
ENSMZEG00005003878,ebpl
ENSMZEG00005003894,NA
ENSMZEG00005003917,cavin2b
ENSMZEG00005003978,vps16
ENSMZEG00005004076,rgn
ENSMZEG00005004100,fmnl2b
ENSMZEG00005004150,cdk5r2a
ENSMZEG00005004166,NA
ENSMZEG00005004200,NA
ENSMZEG00005004206,ACKR3
ENSMZEG00005004215,mlpha
ENSMZEG00005004242,NA
ENSMZEG00005004269,pim2
ENSMZEG00005004318,NA
ENSMZEG00005004340,NA
ENSMZEG00005004458,CNTNAP5
ENSMZEG00005018228,NA
ENSMZEG00005018244,ndufa10
ENSMZEG00005018252,NA
ENSMZEG00005018260,NA
ENSMZEG00005018275,KALRN
ENSMZEG00005018297,NA
ENSMZEG00005018304,NA
ENSMZEG00005018312,si:ch211-67e16.11
ENSMZEG00005018318,ttll4
ENSMZEG00005018323,prkag3b
ENSMZEG00005018334,FER1L6
ENSMZEG00005018359,NA
ENSMZEG00005018366,NA
ENSMZEG00005018372,NA
ENSMZEG00005018378,NA
ENSMZEG00005018476,NA
ENSMZEG00005018484,NA
ENSMZEG00005018488,NA
ENSMZEG00005018498,NA
ENSMZEG00005018517,NA
ENSMZEG00005018525,NA
ENSMZEG00005018539,NA
ENSMZEG00005018541,NA
ENSMZEG00005018546,NA
ENSMZEG00005018549,sctr
ENSMZEG00005018559,dbi
ENSMZEG00005018560,zgc:101851
ENSMZEG00005018563,c1ql2
ENSMZEG00005018567,NA
ENSMZEG00005018571,EN1
ENSMZEG00005018574,NA
ENSMZEG00005018579,insig2
ENSMZEG00005018583,UBXN4
ENSMZEG00005018591,NA
ENSMZEG00005018593,NA
ENSMZEG00005018597,plekhm3
ENSMZEG00005018600,fzd5
ENSMZEG00005018605,ccnyl1
ENSMZEG00005018612,NA
ENSMZEG00005018616,KLF7
ENSMZEG00005018618,gdf3
ENSMZEG00005018624,TRAPPC10
ENSMZEG00005018632,NA
ENSMZEG00005018635,fhip1b
ENSMZEG00005018639,NA
ENSMZEG00005018642,ankrd50l
ENSMZEG00005018644,hpxa
ENSMZEG00005018656,olig1
ENSMZEG00005018671,olig2
ENSMZEG00005018690,dhrs12
ENSMZEG00005018694,wdfy2
ENSMZEG00005018699,ints6
ENSMZEG00005018707,serpine3
ENSMZEG00005018713,NA
ENSMZEG00005018715,tsn
ENSMZEG00005018721,si:dkey-91i10.2
ENSMZEG00005018727,eaf2
ENSMZEG00005018730,cyp27a3
ENSMZEG00005018736,slc15a2
ENSMZEG00005018742,hspbap1
ENSMZEG00005018745,slc49a4
ENSMZEG00005018764,sema5ba
ENSMZEG00005018787,pdia5
ENSMZEG00005018800,sec22a
ENSMZEG00005018813,adcy5
ENSMZEG00005018832,hacd2
ENSMZEG00005018838,stam2
ENSMZEG00005018844,cacnb4a
ENSMZEG00005018866,arl5a
ENSMZEG00005018907,NA
ENSMZEG00005018943,NA
ENSMZEG00005018946,NA
ENSMZEG00005018948,TBC1D8
ENSMZEG00005018953,PDCL3
ENSMZEG00005018959,NA
ENSMZEG00005018961,si:ch1073-440b2.1
ENSMZEG00005018991,MAP4K4
ENSMZEG00005019077,NA
ENSMZEG00005019100,zmp:0000000936
ENSMZEG00005019115,NA
ENSMZEG00005019130,NA
ENSMZEG00005019137,NA
ENSMZEG00005019148,NA
ENSMZEG00005019155,arhgap20
ENSMZEG00005019166,rnf17
ENSMZEG00005019175,NA
ENSMZEG00005019178,cenpj
ENSMZEG00005019186,ttf2
ENSMZEG00005019198,NA
ENSMZEG00005019215,zmym2
ENSMZEG00005019238,gja3
ENSMZEG00005019239,gjb8
ENSMZEG00005019243,gdap2
ENSMZEG00005019253,wdr3
ENSMZEG00005019265,si:ch211-103f14.3
ENSMZEG00005019267,tbx15
ENSMZEG00005019270,wars2
ENSMZEG00005019275,hao2
ENSMZEG00005019281,si:rp71-68n21.9
ENSMZEG00005019286,hsd3b2
ENSMZEG00005019289,pla1a
ENSMZEG00005019297,popdc2
ENSMZEG00005019303,cox17
ENSMZEG00005019308,NA
ENSMZEG00005019315,ska3
ENSMZEG00005019327,NA
ENSMZEG00005019329,lats2
ENSMZEG00005019337,xpo4
ENSMZEG00005019353,eef1akmt1
ENSMZEG00005019361,il17d
ENSMZEG00005019395,ift88
ENSMZEG00005019414,CRYL1
ENSMZEG00005019417,tent5c
ENSMZEG00005019424,man1a2
ENSMZEG00005019437,TRIM45
ENSMZEG00005019444,NA
ENSMZEG00005019455,NA
ENSMZEG00005019464,mpp4a
ENSMZEG00005019476,NA
ENSMZEG00005019478,NA
ENSMZEG00005019484,NA
ENSMZEG00005019486,NA
ENSMZEG00005019492,NA
ENSMZEG00005019496,NA
ENSMZEG00005019500,NA
ENSMZEG00005019505,NA
ENSMZEG00005019574,NA
ENSMZEG00005019598,NA
ENSMZEG00005019605,NA
ENSMZEG00005019608,NA
ENSMZEG00005019617,NA
ENSMZEG00005019627,NA
ENSMZEG00005019922,NA
ENSMZEG00005019923,NA
ENSMZEG00005020013,NA
ENSMZEG00005020016,NA
ENSMZEG00005020031,NA
ENSMZEG00005020039,NA
ENSMZEG00005020042,NA
ENSMZEG00005020045,NA
ENSMZEG00005020172,NA
ENSMZEG00005020178,NA
ENSMZEG00005020180,NA
ENSMZEG00005020186,NA
ENSMZEG00005020188,NA
ENSMZEG00005020192,NA
ENSMZEG00005020198,NA
ENSMZEG00005020228,lmln
ENSMZEG00005020237,tgfbr2l
ENSMZEG00005020241,si:dkey-69o16.5
ENSMZEG00005020249,itgav
ENSMZEG00005020257,NA
ENSMZEG00005020258,lacc1
ENSMZEG00005020264,NA
ENSMZEG00005020280,enox1
ENSMZEG00005020286,NA
ENSMZEG00005020301,NA
ENSMZEG00005020306,ABI2
ENSMZEG00005020316,cnot11
ENSMZEG00005020324,lcp1
ENSMZEG00005020336,alg11
ENSMZEG00005020347,NA
ENSMZEG00005020349,itm2bb
ENSMZEG00005020358,med4
ENSMZEG00005020363,sucla2
ENSMZEG00005020369,HTR2A
ENSMZEG00005020377,esd
ENSMZEG00005020386,lrch1
ENSMZEG00005020397,RUBCNL
ENSMZEG00005020407,NA
ENSMZEG00005020410,NA
ENSMZEG00005020415,NA
ENSMZEG00005020419,NA
ENSMZEG00005020420,NA
ENSMZEG00005020424,HTR2A
ENSMZEG00005020478,NA
ENSMZEG00005020489,NA
ENSMZEG00005020492,NA
ENSMZEG00005020496,NA
ENSMZEG00005020500,arl4cb
ENSMZEG00005020581,sh3bp4
ENSMZEG00005020596,pde1a
ENSMZEG00005020601,dusp19a
ENSMZEG00005020605,frzb
ENSMZEG00005020608,NA
ENSMZEG00005020612,dnajc10
ENSMZEG00005020619,nup35
ENSMZEG00005020636,ddx3xa
ENSMZEG00005020648,nyx
ENSMZEG00005020675,CASK
ENSMZEG00005020735,gpr34b
ENSMZEG00005020740,GPR82
ENSMZEG00005020747,NA
ENSMZEG00005020753,NA
ENSMZEG00005020763,mao
ENSMZEG00005020773,NA
ENSMZEG00005020776,NA
ENSMZEG00005020779,mao
ENSMZEG00005020784,ndp
ENSMZEG00005020787,efhc2
ENSMZEG00005020791,NA
ENSMZEG00005020798,kdm6a
ENSMZEG00005020819,ccdc80
ENSMZEG00005020821,slc35a5
ENSMZEG00005020824,f5
ENSMZEG00005020831,rgcc
ENSMZEG00005020838,vwa8
ENSMZEG00005020873,DGKH
ENSMZEG00005020893,akap11
ENSMZEG00005020896,tnfsf11
ENSMZEG00005020900,NA
ENSMZEG00005020903,epsti1
ENSMZEG00005020906,idh1
ENSMZEG00005020920,rif1
ENSMZEG00005020957,tnfaip6
ENSMZEG00005020966,itgb5
ENSMZEG00005020974,etv5a
ENSMZEG00005020981,DGKG
ENSMZEG00005020986,NA
ENSMZEG00005020989,sqor
ENSMZEG00005020992,crygs3
ENSMZEG00005020993,crygs4
ENSMZEG00005021001,crygm3
ENSMZEG00005021113,NA
ENSMZEG00005021114,NA
ENSMZEG00005021116,NA
ENSMZEG00005021171,NA
ENSMZEG00005021176,NA
ENSMZEG00005021180,NA
ENSMZEG00005021186,NA
ENSMZEG00005021189,NA
ENSMZEG00005021192,NA
ENSMZEG00005021196,crygm1
ENSMZEG00005021200,si:dkey-57a22.15
ENSMZEG00005021204,NA
ENSMZEG00005021207,NA
ENSMZEG00005021212,crygm7
ENSMZEG00005021215,NA
ENSMZEG00005021219,NA
ENSMZEG00005021229,pikfyve
ENSMZEG00005021245,ankrd44
ENSMZEG00005021254,sf3b1
ENSMZEG00005021274,coq10b
ENSMZEG00005021279,hspd1
ENSMZEG00005021282,hspe1
ENSMZEG00005021290,mob4
ENSMZEG00005021297,rftn2
ENSMZEG00005021302,PLCL1
ENSMZEG00005021309,satb2
ENSMZEG00005021318,dnajb11
ENSMZEG00005021325,tbccd1
ENSMZEG00005021328,crygs1
ENSMZEG00005021330,lcmt2
ENSMZEG00005021336,rab5b
ENSMZEG00005021338,dbr1
ENSMZEG00005021343,armc8
ENSMZEG00005021353,NA
ENSMZEG00005021358,itgb2
ENSMZEG00005021368,NA
ENSMZEG00005021370,NA
ENSMZEG00005021374,NA
ENSMZEG00005021376,NA
ENSMZEG00005021379,dnajc15
ENSMZEG00005021389,sestd1
ENSMZEG00005021414,NA
ENSMZEG00005021431,NA
ENSMZEG00005021439,ZNF385B
ENSMZEG00005021449,cwc22
ENSMZEG00005021460,ITPRID2
ENSMZEG00005021467,neurod1
ENSMZEG00005021471,cerkl
ENSMZEG00005021478,itga4
ENSMZEG00005021486,rpl8
ENSMZEG00005021493,usp9
ENSMZEG00005021513,med14
ENSMZEG00005021535,si:ch211-218d20.15
ENSMZEG00005021539,si:ch211-269e2.1
ENSMZEG00005021549,PPP2R3B
ENSMZEG00005021559,shox
ENSMZEG00005021562,asmtl
ENSMZEG00005021567,P2RY8
ENSMZEG00005021571,upf3a
ENSMZEG00005021583,cdc16
ENSMZEG00005021587,fgf14
ENSMZEG00005021592,itgbl1
ENSMZEG00005021605,nalcn
ENSMZEG00005021627,tmtc4
ENSMZEG00005021632,zic2a
ENSMZEG00005021633,zic5
ENSMZEG00005021635,clybl
ENSMZEG00005021640,GPR18
ENSMZEG00005021643,NA
ENSMZEG00005021648,NA
ENSMZEG00005021649,klf5b
ENSMZEG00005021654,klf12b
ENSMZEG00005021659,TBC1D4
ENSMZEG00005021668,commd6
ENSMZEG00005021670,uchl3
ENSMZEG00005021671,NA
ENSMZEG00005021683,lmo7a
ENSMZEG00005021703,kctd12.1
ENSMZEG00005021710,acod1
ENSMZEG00005021720,zgc:162944
ENSMZEG00005021725,cln5
ENSMZEG00005021731,fbxl3a
ENSMZEG00005021739,NA
ENSMZEG00005021747,NA
ENSMZEG00005021753,NA
ENSMZEG00005021764,slain1a
ENSMZEG00005021771,NA
ENSMZEG00005021774,kbtbd7
ENSMZEG00005021778,zgc:101559
ENSMZEG00005021783,katnal1
ENSMZEG00005021796,tspan7
ENSMZEG00005021803,mid1ip1a
ENSMZEG00005021806,si:dkey-100n23.5
ENSMZEG00005021813,bcor
ENSMZEG00005021821,atp6ap2
ENSMZEG00005021827,si:dkey-100n23.3
ENSMZEG00005021839,NA
ENSMZEG00005021841,NA
ENSMZEG00005021845,NA
ENSMZEG00005021858,tfg
ENSMZEG00005021862,jagn1a
ENSMZEG00005021864,COL8A1
ENSMZEG00005021869,dcbld2
ENSMZEG00005021882,tmem30c
ENSMZEG00005021886,tmem30c
ENSMZEG00005021896,FILIP1L
ENSMZEG00005021907,NA
ENSMZEG00005021910,il1rapl1a
ENSMZEG00005021915,NA
ENSMZEG00005021916,NR0B1
ENSMZEG00005021922,TASL
ENSMZEG00005021926,rnaseh2b
ENSMZEG00005021929,trim13
ENSMZEG00005021936,spryd7b
ENSMZEG00005021939,kpna3
ENSMZEG00005021943,rcbtb1
ENSMZEG00005021949,mcf2lb
ENSMZEG00005021983,ATP11A
ENSMZEG00005022003,sox1b
ENSMZEG00005022013,arhgef7a
ENSMZEG00005022025,NA
ENSMZEG00005022029,rev1
ENSMZEG00005022034,txndc9
ENSMZEG00005022036,mrpl30
ENSMZEG00005022038,mitd1
ENSMZEG00005022041,NA
ENSMZEG00005022044,ildr1b
ENSMZEG00005022047,ildr2
ENSMZEG00005022051,NA
ENSMZEG00005022060,pou2f1b
ENSMZEG00005022076,NA
ENSMZEG00005022082,lamp1b
ENSMZEG00005022085,grtp1b
ENSMZEG00005022093,dcun1d2a
ENSMZEG00005022098,tfdp1a
ENSMZEG00005022103,grk1a
ENSMZEG00005022107,mettl21cb
ENSMZEG00005022111,NA
ENSMZEG00005022113,jam2b
ENSMZEG00005022119,st6gal2a
ENSMZEG00005022123,NA
ENSMZEG00005022124,tmtops2b
ENSMZEG00005022125,uxs1
ENSMZEG00005022131,ecrg4b
ENSMZEG00005022133,NA
ENSMZEG00005022136,nck2a
ENSMZEG00005022139,fhl2a
ENSMZEG00005022144,si:dkeyp-118h3.6
ENSMZEG00005022147,gpr45
ENSMZEG00005022149,NA
ENSMZEG00005022152,tmem182a
ENSMZEG00005022154,MFSD9
ENSMZEG00005022156,slc9a2
ENSMZEG00005022160,si:ch211-229n2.6
ENSMZEG00005022166,inpp4aa
ENSMZEG00005022176,si:dkey-4e7.3
ENSMZEG00005022180,coa5
ENSMZEG00005022186,mgat4a
ENSMZEG00005022193,creg2
ENSMZEG00005022197,me3
ENSMZEG00005022201,nxpe3
ENSMZEG00005022203,NA
ENSMZEG00005022207,rpl24
ENSMZEG00005022212,mpc2b
ENSMZEG00005022216,dcaf6
ENSMZEG00005022218,gpr161b
ENSMZEG00005022228,otc
ENSMZEG00005022257,gpr161b
ENSMZEG00005022259,otc
ENSMZEG00005022263,NA
ENSMZEG00005022268,srpx
ENSMZEG00005022275,sytl5
ENSMZEG00005022278,NA
ENSMZEG00005022282,dynlt3
ENSMZEG00005022286,xk
ENSMZEG00005022318,LANCL3
ENSMZEG00005022322,grpr
ENSMZEG00005022326,asb11
ENSMZEG00005022327,piga
ENSMZEG00005022328,appb
ENSMZEG00005022329,gabpa
ENSMZEG00005022330,u2af1
ENSMZEG00005022331,cbsb
ENSMZEG00005022339,CBS
ENSMZEG00005022366,NA
ENSMZEG00005022369,sik1
ENSMZEG00005022374,ankrd10b
ENSMZEG00005022377,ube2al
ENSMZEG00005022382,ing1
ENSMZEG00005022384,naxd
ENSMZEG00005022386,NA
ENSMZEG00005022389,naxd
ENSMZEG00005022394,rab20
ENSMZEG00005022396,NA
ENSMZEG00005022399,NA
ENSMZEG00005000072,COL4A1
ENSMZEG00005000269,irs2b
ENSMZEG00005000278,NA
ENSMZEG00005000289,NA
ENSMZEG00005000374,tnfsf13b
ENSMZEG00005000380,abhd13
ENSMZEG00005000387,NALF1
ENSMZEG00005000406,CCKBR
ENSMZEG00005001319,pdzk1
ENSMZEG00005001328,si:ch73-390b10.2
ENSMZEG00005001354,zgc:113337
ENSMZEG00005001372,NA
ENSMZEG00005001389,cfap91
ENSMZEG00005001441,nr1i2
ENSMZEG00005001457,gsk3bb
ENSMZEG00005001501,gpr156
ENSMZEG00005001557,NA
ENSMZEG00005001574,lrrc58b
ENSMZEG00005001592,fstl1b
ENSMZEG00005001637,zgc:194679
ENSMZEG00005001640,NA
ENSMZEG00005001652,NA
ENSMZEG00005001679,NA
ENSMZEG00005001712,NA
ENSMZEG00005001730,NA
ENSMZEG00005001752,NA
ENSMZEG00005001772,NA
ENSMZEG00005001797,NA
ENSMZEG00005001804,NA
ENSMZEG00005001816,gja8a
ENSMZEG00005001838,gja5a
ENSMZEG00005001843,acp6
ENSMZEG00005001856,bcl9
ENSMZEG00005001866,NA
ENSMZEG00005001892,chaf1b
ENSMZEG00005001945,NA
ENSMZEG00005001951,NA
ENSMZEG00005001983,DOP1B
ENSMZEG00005002052,NA
ENSMZEG00005002056,NA
ENSMZEG00005002067,KCNE2
ENSMZEG00005002075,casq2
ENSMZEG00005002094,vangl1
ENSMZEG00005002125,nhlh2
ENSMZEG00005002132,ackr3a
ENSMZEG00005002138,rpe
ENSMZEG00005002160,igsf3
ENSMZEG00005002171,NA
ENSMZEG00005002195,NA
ENSMZEG00005002227,NA
ENSMZEG00005002238,NA
ENSMZEG00005002260,ANOS1
ENSMZEG00005002314,tbl1x
ENSMZEG00005002341,GPR143
ENSMZEG00005002363,NA
ENSMZEG00005002380,mospd2
ENSMZEG00005002402,FANCB
ENSMZEG00005002415,glra2
ENSMZEG00005002441,gpm6bb
ENSMZEG00005002475,ofd1
ENSMZEG00005002500,TRAPPC2B
ENSMZEG00005002511,RAB9A
ENSMZEG00005002526,egfl6
ENSMZEG00005002543,NA
ENSMZEG00005002562,NA
ENSMZEG00005002590,NA
ENSMZEG00005002618,ARHGAP6
ENSMZEG00005002632,mid1
ENSMZEG00005002749,cog3
ENSMZEG00005002828,EDNRB
ENSMZEG00005002908,cnmd
ENSMZEG00005002926,si:ch211-199f5.1
ENSMZEG00005002930,pcdh8
ENSMZEG00005002949,PCDH17
ENSMZEG00005002961,slitrk5b
ENSMZEG00005002968,NA
ENSMZEG00005002991,gpc6b
ENSMZEG00005003018,dct
ENSMZEG00005003041,sox21b
ENSMZEG00005003051,abcc4
ENSMZEG00005003119,NA
ENSMZEG00005003201,cldn10b
ENSMZEG00005003224,NA
ENSMZEG00005003232,CLDN10
ENSMZEG00005003248,dnajc3a
ENSMZEG00005003302,uggt2
ENSMZEG00005003479,hs6st3b
ENSMZEG00005003492,MBNL2
ENSMZEG00005003608,RAP2A
ENSMZEG00005003629,FARP1
ENSMZEG00005003695,NA
ENSMZEG00005003710,DOCK9
ENSMZEG00005003888,SLC15A1
ENSMZEG00005004236,stk24a
ENSMZEG00005004292,ino80da
ENSMZEG00005004312,NDUFS1
ENSMZEG00005004364,cmklr2
ENSMZEG00005004388,ADAM23
ENSMZEG00005004441,FAM237A
ENSMZEG00005004448,casp10
ENSMZEG00005004467,prkra
ENSMZEG00005004482,osbpl6
ENSMZEG00005004503,cycsb
ENSMZEG00005004514,pde11a
ENSMZEG00005004557,NA
ENSMZEG00005004570,NA
ENSMZEG00005004577,agps
ENSMZEG00005004652,nfe2l2a
ENSMZEG00005004663,hnrnpa3
ENSMZEG00005004686,hoxd3a
ENSMZEG00005004708,hoxd4a
ENSMZEG00005004755,hoxd9a
ENSMZEG00005004758,hoxd10a
ENSMZEG00005004769,hoxd11a
ENSMZEG00005004776,hoxd12a
ENSMZEG00005004784,evx2
ENSMZEG00005004801,lnpa
ENSMZEG00005004810,atp5mc3b
ENSMZEG00005004846,atf2
ENSMZEG00005004874,NA
ENSMZEG00005004898,CHRNA1
ENSMZEG00005004929,gpr155a
ENSMZEG00005004965,scrn3
ENSMZEG00005004982,CIR1
ENSMZEG00005004992,sp9
ENSMZEG00005005008,OLA1
ENSMZEG00005005039,sp3a
ENSMZEG00005005048,cdca7a
ENSMZEG00005005065,NA
ENSMZEG00005005135,RAPGEF4
ENSMZEG00005005208,ppp1r9ala
ENSMZEG00005005243,pdk1
ENSMZEG00005005282,NUP62
ENSMZEG00005005298,itga6a
ENSMZEG00005005347,dlx2a
ENSMZEG00005005361,dlx1a
ENSMZEG00005005375,hat1
ENSMZEG00005005400,SLC25A12
ENSMZEG00005005489,DYNC1I2
ENSMZEG00005005534,cybrd1
ENSMZEG00005005542,dcaf17
ENSMZEG00005005557,mettl8
ENSMZEG00005005576,tlk1a
ENSMZEG00005005612,GORASP2
ENSMZEG00005005626,GAD1
ENSMZEG00005005648,sp5a
ENSMZEG00005005657,MYO3B
ENSMZEG00005005695,ubr3
ENSMZEG00005005730,mettl5
ENSMZEG00005005749,ssb
ENSMZEG00005005780,klhl23
ENSMZEG00005005789,phgdh
ENSMZEG00005005799,cfap210
ENSMZEG00005005828,PPIG
ENSMZEG00005005844,fastkd1
ENSMZEG00005005865,klhl41a
ENSMZEG00005005880,bbs5
ENSMZEG00005005913,col28a2a
ENSMZEG00005005941,ATP5F1B
ENSMZEG00005005970,zgc:172182
ENSMZEG00005006004,lrp2a
ENSMZEG00005006120,rdh1
ENSMZEG00005006138,dhrs9
ENSMZEG00005006155,abcb11a
ENSMZEG00005006196,G6PC2
ENSMZEG00005006204,spc25
ENSMZEG00005006217,nostrin
ENSMZEG00005006243,cers6
ENSMZEG00005006268,STK39
ENSMZEG00005006446,b3galt1a
ENSMZEG00005006477,xirp2b
ENSMZEG00005006532,csrnp3
ENSMZEG00005006539,GALNT3
ENSMZEG00005006561,ttc21b
ENSMZEG00005006656,scn1laa
ENSMZEG00005006691,NA
ENSMZEG00005006711,slc38a11
ENSMZEG00005006775,scn1laa
ENSMZEG00005006979,NA
ENSMZEG00005006994,COBLL1
ENSMZEG00005007019,GRB14
ENSMZEG00005007032,fign
ENSMZEG00005007089,KCNH7
ENSMZEG00005007158,ifih1
ENSMZEG00005007202,fap
ENSMZEG00005007228,gcgb
ENSMZEG00005007236,SLC4A10
ENSMZEG00005007278,tbr1b
ENSMZEG00005007292,tank
ENSMZEG00005007313,RBMS1
ENSMZEG00005007347,cd302
ENSMZEG00005007380,BAZ2B
ENSMZEG00005007519,NA
ENSMZEG00005007538,WDSUB1
ENSMZEG00005007557,TANC1
ENSMZEG00005007585,tmem169b
ENSMZEG00005007591,xrcc5
ENSMZEG00005007607,NA
ENSMZEG00005007621,NA
ENSMZEG00005007629,NA
ENSMZEG00005007645,NA
ENSMZEG00005007652,marchf4b
ENSMZEG00005007660,SMARCAL1
ENSMZEG00005007691,NA
ENSMZEG00005007697,nme9
ENSMZEG00005007724,zgc:162707
ENSMZEG00005007744,ehhadh
ENSMZEG00005007760,tmem41aa
ENSMZEG00005007777,igf2bp2a
ENSMZEG00005007817,tra2b
ENSMZEG00005007848,NA
ENSMZEG00005007865,hce2l2
ENSMZEG00005007906,ankzf1
ENSMZEG00005007880,glb1l
ENSMZEG00005007928,NA
ENSMZEG00005007958,NA
ENSMZEG00005007970,sumo3b
ENSMZEG00005008001,fmnl2a
ENSMZEG00005008113,prpf40a
ENSMZEG00005008152,rprma
ENSMZEG00005008166,galnt13
ENSMZEG00005008210,kcnj3b
ENSMZEG00005008220,nr4a2a
ENSMZEG00005008236,NA
ENSMZEG00005008302,GALNT5
ENSMZEG00005008668,cytip
ENSMZEG00005008690,ACVR1C
ENSMZEG00005008721,NA
ENSMZEG00005008772,NA
ENSMZEG00005008793,upp2
ENSMZEG00005008806,NA
ENSMZEG00005008828,PKP4
ENSMZEG00005008853,DAPL1
ENSMZEG00005008882,TANC1
ENSMZEG00005009014,NA
ENSMZEG00005009043,xrcc5
ENSMZEG00005009179,tmem169b
ENSMZEG00005009192,pfkla
ENSMZEG00005009269,si:ch211-45c16.2
ENSMZEG00005009295,trpm2
ENSMZEG00005009350,hycc2
ENSMZEG00005009363,NA
ENSMZEG00005009388,dip2a
ENSMZEG00005009529,NA
ENSMZEG00005009545,NA
ENSMZEG00005009556,NA
ENSMZEG00005009567,opcml
ENSMZEG00005009583,ntm
ENSMZEG00005009599,NA
ENSMZEG00005009612,NA
ENSMZEG00005009630,prmt2
ENSMZEG00005009641,NA
ENSMZEG00005009646,ercc1
ENSMZEG00005009686,NA
ENSMZEG00005009706,NA
ENSMZEG00005009714,NA
ENSMZEG00005009721,ARSD
ENSMZEG00005009736,snx4
ENSMZEG00005009753,ihha
ENSMZEG00005009771,BIN1
ENSMZEG00005009806,tmem198a
ENSMZEG00005009818,desma
ENSMZEG00005009875,ptprna
ENSMZEG00005009938,dnajb2
ENSMZEG00005009951,tuba8l5
ENSMZEG00005009961,tuba8l2
ENSMZEG00005009972,NA
ENSMZEG00005009994,ABCA12
ENSMZEG00005010042,bard1
ENSMZEG00005010054,vwc2l
ENSMZEG00005010065,ikzf2
ENSMZEG00005010084,ERBB4
ENSMZEG00005010171,CPS1
ENSMZEG00005010302,myl1
ENSMZEG00005010331,NA
ENSMZEG00005010368,heg1
ENSMZEG00005010386,slc12a8
ENSMZEG00005010409,znf148
ENSMZEG00005010416,NA
ENSMZEG00005010427,asmt
ENSMZEG00005010443,akap17a
ENSMZEG00005010457,sowahca
ENSMZEG00005010486,septin10
ENSMZEG00005010524,SH3RF3
ENSMZEG00005010535,NA
ENSMZEG00005010540,edar
ENSMZEG00005010559,NA
ENSMZEG00005010597,vgll3
ENSMZEG00005010615,chmp2ba
ENSMZEG00005010624,pou1f1
ENSMZEG00005010631,HTR1F
ENSMZEG00005010645,ZNF654
ENSMZEG00005010678,zgc:152951
