GeneID,GeneName
ENSMZEG00005012546,atg4c
ENSMZEG00005012569,dock7
ENSMZEG00005012607,angptl3
ENSMZEG00005012615,usp1
ENSMZEG00005012637,kank4
ENSMZEG00005012661,NA
ENSMZEG00005012676,NA
ENSMZEG00005012686,NA
ENSMZEG00005012692,NA
ENSMZEG00005012709,NA
ENSMZEG00005012715,NA
ENSMZEG00005012727,NA
ENSMZEG00005012737,NA
ENSMZEG00005012769,NA
ENSMZEG00005013197,NA
ENSMZEG00005013204,rpl22l1
ENSMZEG00005013212,slc7a14b
ENSMZEG00005013219,cldn11b
ENSMZEG00005013234,NA
ENSMZEG00005013265,NA
ENSMZEG00005013277,cul1a
ENSMZEG00005013319,ezh2
ENSMZEG00005013343,NA
ENSMZEG00005013350,NA
ENSMZEG00005013371,NA
ENSMZEG00005013394,NA
ENSMZEG00005013456,NA
ENSMZEG00005013470,NA
ENSMZEG00005013478,NA
ENSMZEG00005013484,NA
ENSMZEG00005013491,NA
ENSMZEG00005013494,NA
ENSMZEG00005013501,NA
ENSMZEG00005013508,NA
ENSMZEG00005013513,NA
ENSMZEG00005013518,NA
ENSMZEG00005013536,NA
ENSMZEG00005013544,NA
ENSMZEG00005013557,NA
ENSMZEG00005013592,CORIN
ENSMZEG00005013615,nfxl1
ENSMZEG00005013659,cnga1b
ENSMZEG00005013819,NA
ENSMZEG00005013821,NA
ENSMZEG00005013828,NA
ENSMZEG00005013834,NA
ENSMZEG00005013842,NA
ENSMZEG00005013847,NA
ENSMZEG00005013849,NA
ENSMZEG00005013856,NA
ENSMZEG00005013877,NA
ENSMZEG00005013954,NA
ENSMZEG00005014063,rasal2
ENSMZEG00005014114,NA
ENSMZEG00005014123,lamc1
ENSMZEG00005014167,dhx9
ENSMZEG00005014190,LAMC2
ENSMZEG00005014212,nmnat2
ENSMZEG00005014355,NA
ENSMZEG00005015247,smg7
ENSMZEG00005015290,NA
ENSMZEG00005015292,NA
ENSMZEG00005015298,NA
ENSMZEG00005015302,NA
ENSMZEG00005015306,NA
ENSMZEG00005015309,NA
ENSMZEG00005015315,NA
ENSMZEG00005015318,NA
ENSMZEG00005015321,NA
ENSMZEG00005015341,NA
ENSMZEG00005015354,NA
ENSMZEG00005015367,NA
ENSMZEG00005015378,NA
ENSMZEG00005015391,NA
ENSMZEG00005015408,NA
ENSMZEG00005015449,NA
ENSMZEG00005015473,NA
ENSMZEG00005015486,NA
ENSMZEG00005015493,NA
ENSMZEG00005015498,NA
ENSMZEG00005015507,NA
ENSMZEG00005015527,NA
ENSMZEG00005015534,NA
ENSMZEG00005015544,NA
ENSMZEG00005015548,NA
ENSMZEG00005015553,NA
ENSMZEG00005015558,NA
ENSMZEG00005015562,NA
ENSMZEG00005015567,NA
ENSMZEG00005015574,paqr7b
ENSMZEG00005015584,stmn1b
ENSMZEG00005015595,SERINC2
ENSMZEG00005015625,HIVEP3
ENSMZEG00005015671,NA
ENSMZEG00005015719,phactr4b
ENSMZEG00005015755,rcc1
ENSMZEG00005015794,oprd1b
ENSMZEG00005019706,tcea3
ENSMZEG00005019712,tent5ba
ENSMZEG00005019713,zdhhc18a
ENSMZEG00005019715,pigv
ENSMZEG00005019720,arid1aa
ENSMZEG00005019726,gpn2
ENSMZEG00005019731,gpatch3
ENSMZEG00005019734,nr0b2a
ENSMZEG00005019737,kdf1a
ENSMZEG00005019744,tpbgl
ENSMZEG00005019760,tmem222a
ENSMZEG00005019772,wdtc1
ENSMZEG00005019788,cep85
ENSMZEG00005019797,ubxn11
ENSMZEG00005019814,fez2a
ENSMZEG00005019827,clec3ba
ENSMZEG00005019830,cdcp1a
ENSMZEG00005019834,NA
ENSMZEG00005019837,mrpl57
ENSMZEG00005019844,NA
ENSMZEG00005019860,NA
ENSMZEG00005019887,NA
ENSMZEG00005019892,desi2
ENSMZEG00005019895,mtrf1l
ENSMZEG00005019902,fbxo5
ENSMZEG00005019906,vip
ENSMZEG00005019920,anapc1
ENSMZEG00005019965,NA
ENSMZEG00005019969,slc16a12a
ENSMZEG00005019974,pank1a
ENSMZEG00005019989,zgc:65997
ENSMZEG00005019994,nphp1
ENSMZEG00005020004,NA
ENSMZEG00005020009,malb
ENSMZEG00005020014,mrps5
ENSMZEG00005020023,oprk1
ENSMZEG00005020029,chmp5a
ENSMZEG00005020034,bag1
ENSMZEG00005020041,NA
ENSMZEG00005020057,myom1a
ENSMZEG00005020087,lpin2
ENSMZEG00005020096,emilin2a
ENSMZEG00005020108,adcyap1b
ENSMZEG00005020115,yes1
ENSMZEG00005020123,clul1
ENSMZEG00005020131,colec12
ENSMZEG00005020138,stam
ENSMZEG00005020150,tmem236
ENSMZEG00005020157,cacnb2b
ENSMZEG00005020167,mrc1b
ENSMZEG00005020183,mrc1b
ENSMZEG00005020222,mrc1b
ENSMZEG00005020331,mrc1b
ENSMZEG00005020343,NA
ENSMZEG00005020348,NA
ENSMZEG00005020355,NA
ENSMZEG00005020359,NA
ENSMZEG00005020370,lamb1a
ENSMZEG00005020384,NA
ENSMZEG00005020392,NA
ENSMZEG00005020400,NA
ENSMZEG00005020418,NA
ENSMZEG00005020421,nup160
ENSMZEG00005020432,frs2b
ENSMZEG00005020444,PTPRB
ENSMZEG00005020465,NA
ENSMZEG00005020469,tbc1d15
ENSMZEG00005020475,tph2
ENSMZEG00005020482,snx20
ENSMZEG00005020488,mphosph6
ENSMZEG00005020493,gpia
ENSMZEG00005020507,lsm14aa
ENSMZEG00005020513,NA
ENSMZEG00005020516,KCTD15
ENSMZEG00005020518,si:ch211-269c21.2
ENSMZEG00005020520,rbl2
ENSMZEG00005020522,NA
ENSMZEG00005020525,lrfn5a
ENSMZEG00005020529,NA
ENSMZEG00005020558,PTPRS
ENSMZEG00005020623,tbxa2r
ENSMZEG00005020625,gipc3
ENSMZEG00005020630,si:zfos-943e10.1
ENSMZEG00005020635,lim2.2
ENSMZEG00005020639,WDR47
ENSMZEG00005020647,camsap2a
ENSMZEG00005020668,kif14
ENSMZEG00005020693,NA
ENSMZEG00005020705,NA
ENSMZEG00005020713,NA
ENSMZEG00005020715,NA
ENSMZEG00005020719,NA
ENSMZEG00005020727,NA
ENSMZEG00005020835,NA
ENSMZEG00005020839,NA
ENSMZEG00005020844,arnt2
ENSMZEG00005020861,NA
ENSMZEG00005020867,fah
ENSMZEG00005020883,ADAMTS17
ENSMZEG00005020894,MINAR1
ENSMZEG00005020895,mthfs
ENSMZEG00005020898,cers3a
ENSMZEG00005020902,lins1
ENSMZEG00005020904,asb7
ENSMZEG00005020911,LRRK1
ENSMZEG00005020923,chsy1
ENSMZEG00005020926,selenos
ENSMZEG00005020928,snrpa1
ENSMZEG00005020935,NA
ENSMZEG00005020947,NA
ENSMZEG00005020949,NA
ENSMZEG00005020954,NA
ENSMZEG00005020971,NA
ENSMZEG00005020972,ankrd6b
ENSMZEG00005020975,NA
ENSMZEG00005020976,LYRM2
ENSMZEG00005020983,MDN1
ENSMZEG00005020998,NA
ENSMZEG00005021000,NA
ENSMZEG00005021003,gja10b
ENSMZEG00005021005,bach2b
ENSMZEG00005021010,map3k7
ENSMZEG00005021018,NA
ENSMZEG00005021019,NA
ENSMZEG00005021021,NA
ENSMZEG00005021022,NA
ENSMZEG00005021023,NA
ENSMZEG00005021025,NA
ENSMZEG00005021031,slc25a11
ENSMZEG00005021035,NA
ENSMZEG00005021036,NA
ENSMZEG00005021039,NA
ENSMZEG00005021040,NA
ENSMZEG00005021041,NA
ENSMZEG00005021043,NA
ENSMZEG00005021046,NA
ENSMZEG00005021048,NA
ENSMZEG00005021051,NA
ENSMZEG00005021052,NA
ENSMZEG00005021053,NA
ENSMZEG00005021054,pfn1
ENSMZEG00005021061,eno3
ENSMZEG00005021065,NA
ENSMZEG00005021067,zgc:85858
ENSMZEG00005021071,NA
ENSMZEG00005021074,NA
ENSMZEG00005021078,ghdc
ENSMZEG00005021083,kcnh4b
ENSMZEG00005021087,NA
ENSMZEG00005021088,NA
ENSMZEG00005021090,RAB5C
ENSMZEG00005021094,ZNF385C
ENSMZEG00005021100,NA
ENSMZEG00005021110,aclyb
ENSMZEG00005021128,klhl11
ENSMZEG00005021130,NT5C3B
ENSMZEG00005021134,fkbp10b
ENSMZEG00005021147,adam11
ENSMZEG00005021161,P3H4
ENSMZEG00005021164,NA
ENSMZEG00005021166,GJC1
ENSMZEG00005021169,PHOSPHO1
ENSMZEG00005021172,VAT1
ENSMZEG00005021178,RND2
ENSMZEG00005021182,NA
ENSMZEG00005021190,becn1
ENSMZEG00005021199,NA
ENSMZEG00005021208,itgb3b
ENSMZEG00005021223,cpn1
ENSMZEG00005021236,dnmbp
ENSMZEG00005021247,NA
ENSMZEG00005021249,NA
ENSMZEG00005021251,NA
ENSMZEG00005021255,NA
ENSMZEG00005021260,NA
ENSMZEG00005021261,NA
ENSMZEG00005021264,NA
ENSMZEG00005021266,NA
ENSMZEG00005021270,NA
ENSMZEG00005021275,NA
ENSMZEG00005021291,RBPJL
ENSMZEG00005021321,matn4
ENSMZEG00005021331,NA
ENSMZEG00005021334,NA
ENSMZEG00005021335,NA
ENSMZEG00005021341,NA
ENSMZEG00005021356,NA
ENSMZEG00005021360,NA
ENSMZEG00005021363,NA
ENSMZEG00005021365,NA
ENSMZEG00005021372,si:dkey-43k4.5
ENSMZEG00005021381,NA
ENSMZEG00005021384,NA
ENSMZEG00005021387,NA
ENSMZEG00005021392,NA
ENSMZEG00005021396,NA
ENSMZEG00005021416,RAPH1
ENSMZEG00005021436,RAB3GAP1
ENSMZEG00005021441,NA
ENSMZEG00005021447,adgrb1a
ENSMZEG00005021464,NA
ENSMZEG00005021469,slc25a10a
ENSMZEG00005021473,mrpl12
ENSMZEG00005021475,zgc:103625
ENSMZEG00005021485,hgs
ENSMZEG00005021504,cldnk
ENSMZEG00005021507,btr02
ENSMZEG00005021511,si:dkey-120c6.5
ENSMZEG00005021512,rsad1
ENSMZEG00005021521,rasd2a
ENSMZEG00005021542,epn3a
ENSMZEG00005021546,arl16
ENSMZEG00005021556,fn3krp
ENSMZEG00005021667,tbcd
ENSMZEG00005021673,znf750
ENSMZEG00005021676,metrnla
ENSMZEG00005021679,atp5pd
ENSMZEG00005021687,ACSF2
ENSMZEG00005021701,ndel1b
ENSMZEG00005021705,NA
ENSMZEG00005021707,NA
ENSMZEG00005021712,ARHGAP44
ENSMZEG00005021719,hs3st3b1a
ENSMZEG00005021722,pmp22a
ENSMZEG00005021728,cdc42ep4a
ENSMZEG00005021740,SDK2
ENSMZEG00005021767,NA
ENSMZEG00005021773,NA
ENSMZEG00005021779,NA
ENSMZEG00005021794,NA
ENSMZEG00005021799,NA
ENSMZEG00005021801,NA
ENSMZEG00005021805,NA
ENSMZEG00005021808,ptrhd1
ENSMZEG00005021810,ncoa1
ENSMZEG00005021817,NA
ENSMZEG00005021820,unc93a
ENSMZEG00005021825,AFDN
ENSMZEG00005021834,tdrd15
ENSMZEG00005021835,rfx6
ENSMZEG00005021837,NA
ENSMZEG00005021840,NA
ENSMZEG00005021843,vgll2a
ENSMZEG00005021844,NA
ENSMZEG00005021848,NA
ENSMZEG00005021853,NA
ENSMZEG00005021861,NA
ENSMZEG00005021863,NA
ENSMZEG00005021866,NA
ENSMZEG00005021868,NA
ENSMZEG00005021871,NA
ENSMZEG00005021874,NA
ENSMZEG00005021876,NA
ENSMZEG00005021880,NA
ENSMZEG00005021884,NA
ENSMZEG00005021887,NA
ENSMZEG00005021890,NA
ENSMZEG00005021898,NA
ENSMZEG00005021903,NA
ENSMZEG00005021905,NA
ENSMZEG00005021911,NA
ENSMZEG00005021921,NA
ENSMZEG00005021923,NA
ENSMZEG00005021925,si:ch211-157c3.4
ENSMZEG00005021928,slc2a6
ENSMZEG00005021930,NA
ENSMZEG00005021934,clcn7
ENSMZEG00005003214,rpusd1
ENSMZEG00005003227,arhgdig
ENSMZEG00005003278,znhit1
ENSMZEG00005003307,TOB2
ENSMZEG00005003328,NA
ENSMZEG00005003357,NA
ENSMZEG00005003391,rangap1a
ENSMZEG00005003455,NA
ENSMZEG00005003464,rbx1
ENSMZEG00005003475,st13
ENSMZEG00005003502,xpnpep3
ENSMZEG00005003546,EP300
ENSMZEG00005003654,cbx7a
ENSMZEG00005003668,top3a
ENSMZEG00005003744,smcr8a
ENSMZEG00005003756,polr3h
ENSMZEG00005003780,CSDC2
ENSMZEG00005003818,PMM1
ENSMZEG00005003837,NA
ENSMZEG00005003852,NA
ENSMZEG00005003858,NA
ENSMZEG00005003863,NA
ENSMZEG00005003936,agrn
ENSMZEG00005004720,mtor
ENSMZEG00005004870,angptl7
ENSMZEG00005004879,NA
ENSMZEG00005004896,si:ch211-186j3.6
ENSMZEG00005004977,dpy19l3
ENSMZEG00005005045,znf507
ENSMZEG00005005061,NA
ENSMZEG00005005083,scn2b
ENSMZEG00005005096,NA
ENSMZEG00005005106,scn4ba
ENSMZEG00005005115,NA
ENSMZEG00005005125,MECOM
ENSMZEG00005005166,megf6
ENSMZEG00005005247,NA
ENSMZEG00005005267,mffa
ENSMZEG00005005312,NA
ENSMZEG00005005329,mrpl44
ENSMZEG00005005373,agfg1a
ENSMZEG00005005398,slc19a3a
ENSMZEG00005005926,NA
ENSMZEG00005005947,slc19a3a
ENSMZEG00005005985,slc19a3b
ENSMZEG00005006023,NA
ENSMZEG00005007731,KCNH2
ENSMZEG00005007775,NA
ENSMZEG00005008016,NA
ENSMZEG00005008025,sema3bl
ENSMZEG00005008050,sema3b
ENSMZEG00005008103,zgc:136971
ENSMZEG00005008127,ifrd2
ENSMZEG00005008156,amt
ENSMZEG00005008184,hyal3
ENSMZEG00005008190,si:dkey-20d21.12
ENSMZEG00005008202,NAA80
ENSMZEG00005008240,prkar2aa
ENSMZEG00005008293,mgll
ENSMZEG00005010504,SLC26A6
ENSMZEG00005010546,NA
ENSMZEG00005010580,NA
ENSMZEG00005010595,NA
ENSMZEG00005010609,NA
ENSMZEG00005010639,faf1
ENSMZEG00005010669,dmrta2
ENSMZEG00005010690,elavl4
ENSMZEG00005010718,agbl4
ENSMZEG00005010730,NA
ENSMZEG00005010739,NA
ENSMZEG00005010749,NA
ENSMZEG00005010776,NA
ENSMZEG00005013550,NA
ENSMZEG00005014151,iars2
ENSMZEG00005014221,rab3gap2
ENSMZEG00005014276,si:dkey-33c12.4
ENSMZEG00005014293,NA
ENSMZEG00005014642,neff2
ENSMZEG00005014646,mrps26
ENSMZEG00005014658,loxl3b
ENSMZEG00005014719,pank2
ENSMZEG00005014743,NA
ENSMZEG00005014748,NA
ENSMZEG00005014757,NA
ENSMZEG00005014771,sfxn5a
ENSMZEG00005014790,emx1
ENSMZEG00005014799,noto
ENSMZEG00005014814,CDC25B
ENSMZEG00005014824,ap5s1
ENSMZEG00005014907,ovch1
ENSMZEG00005014937,parp12b
ENSMZEG00005014949,NA
ENSMZEG00005014962,svopl
ENSMZEG00005014969,NA
ENSMZEG00005014976,NA
ENSMZEG00005014990,lta4h
ENSMZEG00005015015,dennd6b
ENSMZEG00005015025,gcc1
ENSMZEG00005015033,zgc:77650
ENSMZEG00005015049,lamtor4
ENSMZEG00005015054,atp6v1f
ENSMZEG00005015059,NA
ENSMZEG00005015068,NA
ENSMZEG00005015076,irf5
ENSMZEG00005015084,tnpo3
ENSMZEG00005015119,opn1sw1
ENSMZEG00005015413,calua
ENSMZEG00005015424,NA
ENSMZEG00005015432,NA
ENSMZEG00005015441,NA
ENSMZEG00005015466,NA
ENSMZEG00005015502,commd2
ENSMZEG00005015516,trappc8
ENSMZEG00005015570,ctns
ENSMZEG00005015585,zgc:171480
ENSMZEG00005015592,ndufa11
ENSMZEG00005015897,NA
ENSMZEG00005015916,mych
ENSMZEG00005015936,ergic3
ENSMZEG00005015962,romo1
ENSMZEG00005015967,NA
ENSMZEG00005015971,cyc1
ENSMZEG00005015973,NA
ENSMZEG00005015984,dclre1c
ENSMZEG00005015992,NA
ENSMZEG00005016005,dmtf1
ENSMZEG00005016021,cwf19l1
ENSMZEG00005016046,cd9b
ENSMZEG00005016055,NA
ENSMZEG00005016075,NA
ENSMZEG00005016095,NA
ENSMZEG00005016098,NA
ENSMZEG00005016108,NA
ENSMZEG00005016114,PTPRR
ENSMZEG00005016131,PTPRB
ENSMZEG00005016149,KCNMB4
ENSMZEG00005016159,CNOT2
ENSMZEG00005016172,NA
ENSMZEG00005016180,NA
ENSMZEG00005016884,NA
ENSMZEG00005017101,NA
ENSMZEG00005017107,tbk1
ENSMZEG00005017148,NA
ENSMZEG00005017159,NA
ENSMZEG00005017218,NA
ENSMZEG00005017955,NA
ENSMZEG00005017965,NA
ENSMZEG00005017968,NA
ENSMZEG00005017974,NA
ENSMZEG00005017976,NA
ENSMZEG00005017979,NA
ENSMZEG00005017982,ncbp2
ENSMZEG00005018025,NA
ENSMZEG00005018785,cp
ENSMZEG00005018798,tm4sf18
ENSMZEG00005018803,NA
ENSMZEG00005018810,tm4sf4
ENSMZEG00005018815,tmem69
ENSMZEG00005018818,slc25a24
ENSMZEG00005018834,fam102bb
ENSMZEG00005018860,henmt1
ENSMZEG00005018874,NA
ENSMZEG00005018882,NA
ENSMZEG00005018888,FNDC7
ENSMZEG00005018900,stxbp3
ENSMZEG00005018914,NA
ENSMZEG00005018924,NA
ENSMZEG00005018938,lrp8
ENSMZEG00005018962,dmrt2b
ENSMZEG00005018968,ebna1bp2
ENSMZEG00005018975,cfap144
ENSMZEG00005018978,TMEM125
ENSMZEG00005018983,ap1m3
ENSMZEG00005018995,tie1
ENSMZEG00005019028,mpl
ENSMZEG00005019034,ddah1
ENSMZEG00005019039,NA
ENSMZEG00005019045,NA
ENSMZEG00005019052,NA
ENSMZEG00005019056,NA
ENSMZEG00005019066,NA
ENSMZEG00005019069,NA
ENSMZEG00005019075,NA
ENSMZEG00005019078,NA
ENSMZEG00005019084,NA
ENSMZEG00005019086,NA
ENSMZEG00005019091,NA
ENSMZEG00005019098,NA
ENSMZEG00005019103,NA
ENSMZEG00005019109,NA
ENSMZEG00005019122,NA
ENSMZEG00005019126,NA
ENSMZEG00005019129,NA
ENSMZEG00005019134,NA
ENSMZEG00005019142,NA
ENSMZEG00005019149,chadlb
ENSMZEG00005019157,RANGAP1
ENSMZEG00005019172,zc3h7bb
ENSMZEG00005019182,tefa
ENSMZEG00005019188,phf5a
ENSMZEG00005019194,aco2
ENSMZEG00005019207,CSDC2
ENSMZEG00005019231,gucy2cb
ENSMZEG00005019247,kctd17
ENSMZEG00005019252,PLBD1
ENSMZEG00005019260,cby1
ENSMZEG00005019266,pdap1a
ENSMZEG00005019269,sh3bp1
ENSMZEG00005019274,cdc42ep1a
ENSMZEG00005019278,si:ch211-141o9.10
ENSMZEG00005019285,NA
ENSMZEG00005019295,NA
ENSMZEG00005019304,csnk1e
ENSMZEG00005019316,TMEM184B
ENSMZEG00005019336,maff
ENSMZEG00005019338,narf
ENSMZEG00005019340,cybc1
ENSMZEG00005019344,hexd
ENSMZEG00005019351,ogfod3
ENSMZEG00005019357,UTS2R
ENSMZEG00005019362,NA
ENSMZEG00005019364,NA
ENSMZEG00005019367,NA
ENSMZEG00005019369,NA
ENSMZEG00005019376,plg
ENSMZEG00005019396,slc22a2
ENSMZEG00005019402,NA
ENSMZEG00005019406,NA
ENSMZEG00005019413,NA
ENSMZEG00005019419,slc22a2
ENSMZEG00005019453,igf2r
ENSMZEG00005019512,NA
ENSMZEG00005019517,ttll2
ENSMZEG00005019519,GPR31
ENSMZEG00005019520,NA
ENSMZEG00005019522,NA
ENSMZEG00005019532,msraa
ENSMZEG00005019546,ift172
ENSMZEG00005019557,cad
ENSMZEG00005019572,NA
ENSMZEG00005019583,NA
ENSMZEG00005019589,CORO2A
ENSMZEG00005019607,NA
ENSMZEG00005019620,NA
ENSMZEG00005019633,tec
ENSMZEG00005019645,NA
ENSMZEG00005019650,NA
ENSMZEG00005019656,NA
ENSMZEG00005019664,abcg2a
ENSMZEG00005019670,ppm1ka
ENSMZEG00005019700,NA
ENSMZEG00005021677,NA
ENSMZEG00005021682,atp8b5a
ENSMZEG00005021686,NA
ENSMZEG00005021689,NA
ENSMZEG00005021691,ddr2l
ENSMZEG00005021695,LOX
ENSMZEG00005021699,sncaip
ENSMZEG00005021702,NA
ENSMZEG00005021706,SNX2
ENSMZEG00005021713,ppic
ENSMZEG00005021716,PRDM6
ENSMZEG00005021721,NA
ENSMZEG00005021723,NA
ENSMZEG00005021727,NA
ENSMZEG00005021732,NA
ENSMZEG00005021736,NA
ENSMZEG00005021742,NA
ENSMZEG00005021746,NA
ENSMZEG00005021751,NA
ENSMZEG00005021755,NA
ENSMZEG00005021759,NA
ENSMZEG00005021760,NA
ENSMZEG00005021765,NA
ENSMZEG00005021770,NA
ENSMZEG00005021777,NA
ENSMZEG00005021781,NA
ENSMZEG00005021793,NA
ENSMZEG00005021795,NA
ENSMZEG00005021800,NA
ENSMZEG00005021804,NA
ENSMZEG00005021809,NA
ENSMZEG00005021816,NA
ENSMZEG00005021822,WDR33
ENSMZEG00005021828,sft2d3
ENSMZEG00005021831,si:ch1073-184j22.2
ENSMZEG00005021865,NA
ENSMZEG00005022626,NA
ENSMZEG00005022630,NA
ENSMZEG00005022634,NA
ENSMZEG00005022637,NA
ENSMZEG00005022638,NA
ENSMZEG00005022649,NA
ENSMZEG00005022694,cyp7b1
ENSMZEG00005022696,NA
ENSMZEG00005022703,NA
ENSMZEG00005022708,NA
ENSMZEG00005022709,NA
ENSMZEG00005022713,NA
ENSMZEG00005022714,NA
ENSMZEG00005022716,NA
ENSMZEG00005022718,NA
ENSMZEG00005022722,NA
ENSMZEG00005022724,NA
ENSMZEG00005022728,NA
ENSMZEG00005022733,NA
ENSMZEG00005022738,stmn4
ENSMZEG00005022740,NA
ENSMZEG00005022743,mcm3
ENSMZEG00005022746,NA
ENSMZEG00005022748,znf395b
ENSMZEG00005022751,pnocb
ENSMZEG00005022752,si:ch211-63o20.7
ENSMZEG00005022755,elp3
ENSMZEG00005022759,kif13bb
ENSMZEG00005022766,HMBOX1
ENSMZEG00005022768,NA
ENSMZEG00005022769,disp1
ENSMZEG00005022774,TLR5
ENSMZEG00005022775,NA
ENSMZEG00005022776,NA
ENSMZEG00005022780,NA
ENSMZEG00005022783,NA
ENSMZEG00005022786,NA
ENSMZEG00005022789,NA
ENSMZEG00005022792,NA
ENSMZEG00005022797,NA
ENSMZEG00005022800,NA
ENSMZEG00005022802,NA
ENSMZEG00005022803,NA
ENSMZEG00005022804,NA
ENSMZEG00005022807,NA
ENSMZEG00005022808,arfrp1
ENSMZEG00005022811,NA
ENSMZEG00005022820,RAB3GAP1
ENSMZEG00005022823,NA
ENSMZEG00005022826,NA
ENSMZEG00005022828,NA
ENSMZEG00005022830,NA
ENSMZEG00005022845,NA
ENSMZEG00005023037,NA
ENSMZEG00005023038,NA
ENSMZEG00005023041,NA
ENSMZEG00005023043,NA
ENSMZEG00005023044,NA
ENSMZEG00005023046,NA
ENSMZEG00005023048,NA
ENSMZEG00005023051,NA
ENSMZEG00005023054,NA
ENSMZEG00005023057,NA
ENSMZEG00005023059,NA
ENSMZEG00005023061,NA
ENSMZEG00005023063,NA
ENSMZEG00005023065,NA
ENSMZEG00005023066,NA
ENSMZEG00005023069,NA
ENSMZEG00005023071,NA
ENSMZEG00005023073,NA
ENSMZEG00005023075,NA
ENSMZEG00005023081,NA
ENSMZEG00005023085,NA
ENSMZEG00005023089,NA
ENSMZEG00005023098,NA
ENSMZEG00005023101,NA
ENSMZEG00005023102,NA
ENSMZEG00005023105,NA
ENSMZEG00005023113,NA
ENSMZEG00005023114,NA
ENSMZEG00005023115,NA
ENSMZEG00005023118,NA
ENSMZEG00005023120,NA
ENSMZEG00005023122,NA
ENSMZEG00005023124,NA
ENSMZEG00005023125,NA
ENSMZEG00005023129,NA
ENSMZEG00005023133,umps
ENSMZEG00005023356,paics
ENSMZEG00005023359,NA
ENSMZEG00005023361,paics
ENSMZEG00005023374,NA
ENSMZEG00005023379,NA
ENSMZEG00005023384,NA
ENSMZEG00005023431,NA
ENSMZEG00005023434,NA
ENSMZEG00005023437,NA
ENSMZEG00005023438,NA
ENSMZEG00005023439,NA
ENSMZEG00005023440,NA
ENSMZEG00005023442,NA
ENSMZEG00005023443,NA
ENSMZEG00005023445,NA
ENSMZEG00005023454,NA
ENSMZEG00005023456,NA
ENSMZEG00005023460,NA
ENSMZEG00005023462,NA
ENSMZEG00005023465,NA
ENSMZEG00005023467,NA
ENSMZEG00005023468,NA
ENSMZEG00005023469,NA
ENSMZEG00005023473,NA
ENSMZEG00005023476,NA
ENSMZEG00005023478,NA
ENSMZEG00005023480,NA
ENSMZEG00005023482,NA
ENSMZEG00005023486,NA
ENSMZEG00005023488,NA
ENSMZEG00005023490,NA
ENSMZEG00005023492,NA
ENSMZEG00005023495,NA
ENSMZEG00005023499,NA
ENSMZEG00005023501,NA
ENSMZEG00005023502,NA
ENSMZEG00005023504,NA
ENSMZEG00005023507,NA
ENSMZEG00005023509,NA
ENSMZEG00005023511,NA
ENSMZEG00005023513,NA
ENSMZEG00005023515,NA
ENSMZEG00005023517,NA
ENSMZEG00005023518,NA
ENSMZEG00005023522,NA
ENSMZEG00005023524,NA
ENSMZEG00005023526,NA
ENSMZEG00005023529,NA
ENSMZEG00005023531,XCR1
ENSMZEG00005023532,NA
ENSMZEG00005023534,NA
ENSMZEG00005023536,NA
ENSMZEG00005023537,NA
ENSMZEG00005023539,NA
ENSMZEG00005023540,xcr1b.1
ENSMZEG00005023541,FYCO1
ENSMZEG00005023543,adcyap1r1a
ENSMZEG00005023547,ghrhra
ENSMZEG00005023550,eef1da
ENSMZEG00005023554,NA
ENSMZEG00005023555,NA
ENSMZEG00005023556,si:ch73-52e5.2
ENSMZEG00005023557,them6
ENSMZEG00005023559,NA
ENSMZEG00005023561,NA
ENSMZEG00005023564,zgc:113531
ENSMZEG00005023565,NA
ENSMZEG00005023568,NA
ENSMZEG00005023570,NA
ENSMZEG00005023573,NA
ENSMZEG00005023575,NA
ENSMZEG00005023578,NA
ENSMZEG00005023582,NA
ENSMZEG00005023583,s100p
ENSMZEG00005023586,tbl1xr1a
ENSMZEG00005023590,NA
ENSMZEG00005023592,st8sia3
ENSMZEG00005023593,ONECUT2
ENSMZEG00005023597,fech
ENSMZEG00005023600,NARS1
ENSMZEG00005023603,NA
ENSMZEG00005023606,NA
ENSMZEG00005023607,txnl1
ENSMZEG00005023610,atp8b1
ENSMZEG00005023615,NA
ENSMZEG00005023616,NA
ENSMZEG00005023619,NA
ENSMZEG00005023621,NA
ENSMZEG00005023625,NA
ENSMZEG00005023628,NA
ENSMZEG00005000096,NA
ENSMZEG00005000116,NA
ENSMZEG00005000126,NA
ENSMZEG00005000161,NA
ENSMZEG00005000210,NA
ENSMZEG00005000228,NA
ENSMZEG00005000240,NA
ENSMZEG00005000334,NA
ENSMZEG00005000345,NA
ENSMZEG00005000363,NA
ENSMZEG00005000370,NA
ENSMZEG00005000382,NA
ENSMZEG00005000398,NA
ENSMZEG00005000457,NA
ENSMZEG00005000482,NA
ENSMZEG00005000510,cmah
ENSMZEG00005000574,NXPE3
ENSMZEG00005000639,NA
ENSMZEG00005000646,NA
ENSMZEG00005000673,NA
ENSMZEG00005000733,mapkapk3
ENSMZEG00005000751,pfkfb4a
ENSMZEG00005000783,ARPC4
ENSMZEG00005000816,tada3l
ENSMZEG00005000849,RBM38
ENSMZEG00005000880,rae1
ENSMZEG00005000945,bmp7a
ENSMZEG00005000975,si:ch211-253b8.5
ENSMZEG00005000987,LSM14B
ENSMZEG00005000993,taf4a
ENSMZEG00005001019,cdh4
ENSMZEG00005001095,NA
ENSMZEG00005001107,NA
ENSMZEG00005001299,fam49ba
ENSMZEG00005001316,PHB2
